,text,level,node,lemmas,pos,stops
119,"If the deputy returning officer does not personally return the ballot box to the returning officer, the deputy returning officer shall ensure that the ballot box is returned to the returning officer by a means approved of by the returning officer.",8,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Return_of_ballot_box--114--2","['if', 'the', 'deputy', 'return', 'officer', 'do', 'not', 'personally', 'return', 'the', 'ballot', 'box', 'to', 'the', 'return', 'officer', ',', 'the', 'deputy', 'return', 'officer', 'shall', 'ensure', 'that', 'the', 'ballot', 'box', 'be', 'return', 'to', 'the', 'return', 'officer', 'by', 'a', 'means', 'approve', 'of', 'by', 'the', 'return', 'officer', '.']","['SCONJ', 'DET', 'NOUN', 'VERB', 'NOUN', 'AUX', 'PART', 'ADV', 'VERB', 'DET', 'NOUN', 'NOUN', 'ADP', 'DET', 'VERB', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'VERB', 'NOUN', 'AUX', 'VERB', 'SCONJ', 'DET', 'NOUN', 'NOUN', 'AUX', 'VERB', 'ADP', 'DET', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'ADP', 'ADP', 'DET', 'VERB', 'NOUN', 'PUNCT']","[True, True, False, False, False, True, True, False, False, True, False, False, True, True, False, False, False, True, False, False, False, False, False, True, True, False, False, True, False, True, True, False, False, True, True, False, False, True, True, True, False, False, False]"
120,a list of the locations of polling places;,9,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Publication_of_election_proclamation--55--2--c","['a', 'list', 'of', 'the', 'location', 'of', 'polling', 'place', ';']","['DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PUNCT']","[True, False, True, True, False, True, False, False, False]"
121,using information provided pursuant to an agreement under section 13.2(1) or (2);,9,Alberta_Election_Act--Election_Lists--2--None--1--Revising_the_register--13.1--2--b,"['use', 'information', 'provide', 'pursuant', 'to', 'an', 'agreement', 'under', 'section', '13.2(1', ')', 'or', '(', '2', ')', ';']","['VERB', 'NOUN', 'VERB', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'NUM', 'PUNCT', 'CCONJ', 'PUNCT', 'NUM', 'PUNCT', 'PUNCT']","[True, False, False, False, True, True, False, True, False, False, False, True, False, False, False, False]"
122,False statements re list of electors,6,Alberta_Election_Act--Corrupt_Practices--6--None--0--False_statements_re_list_of_electors,"['false', 'statement', 're', 'list', 'of', 'elector']","['ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN']","[False, False, True, False, True, False]"
123,The costs of the appeal shall be dealt with in the same manner as in any ordinary civil appeal before the Court of Appeal.,8,Alberta_Election_Act--Controverted_Elections--7--None--0--Appeals--199--6,"['the', 'cost', 'of', 'the', 'appeal', 'shall', 'be', 'deal', 'with', 'in', 'the', 'same', 'manner', 'as', 'in', 'any', 'ordinary', 'civil', 'appeal', 'before', 'the', 'Court', 'of', 'Appeal', '.']","['DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'AUX', 'AUX', 'VERB', 'ADP', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'ADP', 'DET', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'DET', 'PROPN', 'ADP', 'PROPN', 'PUNCT']","[True, False, True, True, False, False, True, False, True, True, True, True, False, True, True, True, False, False, False, True, True, False, True, False, False]"
124,"A polling place shall be in a location that, in the opinion of the returning officer, is convenient for the electors.",8,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Location_of_polling_places--52--2","['a', 'polling', 'place', 'shall', 'be', 'in', 'a', 'location', 'that', ',', 'in', 'the', 'opinion', 'of', 'the', 'return', 'officer', ',', 'be', 'convenient', 'for', 'the', 'elector', '.']","['DET', 'NOUN', 'NOUN', 'AUX', 'AUX', 'ADP', 'DET', 'NOUN', 'PRON', 'PUNCT', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'VERB', 'NOUN', 'PUNCT', 'AUX', 'ADJ', 'ADP', 'DET', 'NOUN', 'PUNCT']","[True, False, False, False, True, True, True, False, True, False, True, True, False, True, True, False, False, False, True, False, True, True, False, False]"
125,"may, as the Election Commissioner considers to be appropriate, provide notice of that decision to any other person or organization involved in the matter referred to in section 153.09(1).",9,Alberta_Election_Act--Investigations--4.1--None--2--Notice_of_investigation_and_conclusion--153.091--4--b,"['may', ',', 'as', 'the', 'Election', 'Commissioner', 'consider', 'to', 'be', 'appropriate', ',', 'provide', 'notice', 'of', 'that', 'decision', 'to', 'any', 'other', 'person', 'or', 'organization', 'involve', 'in', 'the', 'matter', 'refer', 'to', 'in', 'section', '153.09(1', ')', '.']","['AUX', 'PUNCT', 'SCONJ', 'DET', 'PROPN', 'PROPN', 'VERB', 'PART', 'AUX', 'ADJ', 'PUNCT', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'VERB', 'ADP', 'ADP', 'NOUN', 'NUM', 'PUNCT', 'PUNCT']","[True, False, True, True, False, False, False, True, True, False, False, False, False, True, True, False, True, True, True, False, True, False, False, True, True, False, False, True, True, False, False, False, False]"
126,"attempt to obtain any information at a polling place regarding which candidate a voter has voted for, is voting for or is about to vote for, or",9,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Prohibited_conduct_during_polling--105--1--b","['attempt', 'to', 'obtain', 'any', 'information', 'at', 'a', 'polling', 'place', 'regard', 'which', 'candidate', 'a', 'voter', 'have', 'vote', 'for', ',', 'be', 'vote', 'for', 'or', 'be', 'about', 'to', 'vote', 'for', ',', 'or']","['VERB', 'PART', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'VERB', 'DET', 'NOUN', 'DET', 'NOUN', 'AUX', 'VERB', 'ADP', 'PUNCT', 'AUX', 'VERB', 'ADP', 'CCONJ', 'AUX', 'ADJ', 'PART', 'VERB', 'ADP', 'PUNCT', 'CCONJ']","[False, True, False, True, False, True, True, False, False, True, True, False, True, False, True, False, True, False, True, False, True, True, True, True, True, False, True, False, True]"
127,"provide one copy of the Statement of Poll to each candidate or to the candidate’s official agent or scrutineer present,",9,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Procedure_on_conclusion_of_unofficial_count--112--0--c","['provide', 'one', 'copy', 'of', 'the', 'Statement', 'of', 'Poll', 'to', 'each', 'candidate', 'or', 'to', 'the', 'candidate', '’s', 'official', 'agent', 'or', 'scrutineer', 'present', ',']","['VERB', 'NUM', 'NOUN', 'ADP', 'DET', 'PROPN', 'ADP', 'PROPN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'ADP', 'DET', 'NOUN', 'PART', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'PUNCT']","[False, True, False, True, True, False, True, False, True, True, False, True, True, True, False, True, False, False, True, False, False, False]"
128,The annual report must set out the following in respect of the previous year:,8,Alberta_Election_Act--Investigations--4.1--None--2--Annual_report--153.092--2,"['the', 'annual', 'report', 'must', 'set', 'out', 'the', 'following', 'in', 'respect', 'of', 'the', 'previous', 'year', ':']","['DET', 'ADJ', 'NOUN', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']","[True, False, False, True, False, True, True, False, True, False, True, True, False, False, False]"
129,verifying whether the information about the person is correct.,9,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Access_to_electors_list_and_revisions--51--1--b","['verify', 'whether', 'the', 'information', 'about', 'the', 'person', 'be', 'correct', '.']","['VERB', 'SCONJ', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'AUX', 'ADJ', 'PUNCT']","[False, True, True, False, True, True, False, True, False, False]"
130,the date on which or the period during which the survey was conducted;,9,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Transmission_of_election_survey_results--135.2--4--c","['the', 'date', 'on', 'which', 'or', 'the', 'period', 'during', 'which', 'the', 'survey', 'be', 'conduct', ';']","['DET', 'NOUN', 'ADP', 'PRON', 'CCONJ', 'DET', 'NOUN', 'ADP', 'PRON', 'DET', 'NOUN', 'AUX', 'VERB', 'PUNCT']","[True, False, True, True, True, True, False, True, True, True, False, True, False, False]"
131,"being elected to any public office under any other Act,",9,Alberta_Election_Act--Corrupt_Practices--6--None--0--Corrupt_practice_by_candidate--178--4--b,"['be', 'elect', 'to', 'any', 'public', 'office', 'under', 'any', 'other', 'Act', ',']","['AUX', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'PROPN', 'PUNCT']","[True, False, True, True, False, False, True, True, True, False, False]"
132,"If a deputy returning officer becomes ineligible to hold the office or is unable or unwilling to act or neglects the deputy returning officer’s duties and has not been replaced by a successor, the poll clerk shall act as deputy returning officer.",8,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Poll_clerk_as_acting_deputy_returning_officer--75--1","['if', 'a', 'deputy', 'return', 'officer', 'become', 'ineligible', 'to', 'hold', 'the', 'office', 'or', 'be', 'unable', 'or', 'unwilling', 'to', 'act', 'or', 'neglect', 'the', 'deputy', 'return', 'officer', '’s', 'duty', 'and', 'have', 'not', 'be', 'replace', 'by', 'a', 'successor', ',', 'the', 'poll', 'clerk', 'shall', 'act', 'as', 'deputy', 'return', 'officer', '.']","['SCONJ', 'DET', 'NOUN', 'VERB', 'NOUN', 'VERB', 'ADJ', 'PART', 'VERB', 'DET', 'NOUN', 'CCONJ', 'AUX', 'ADJ', 'CCONJ', 'ADJ', 'PART', 'VERB', 'CCONJ', 'VERB', 'DET', 'NOUN', 'VERB', 'NOUN', 'PART', 'NOUN', 'CCONJ', 'AUX', 'PART', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'NOUN', 'AUX', 'VERB', 'ADP', 'ADJ', 'VERB', 'NOUN', 'PUNCT']","[True, True, False, False, False, True, False, True, False, True, False, True, True, False, True, False, True, False, True, False, True, False, False, False, True, False, True, True, True, True, False, True, True, False, False, True, False, False, False, False, True, False, False, False, False]"
133,It is a false pretence within the meaning of this section to represent to an elector directly or indirectly that the ballot to be used or the mode of voting at an election is not secret.,8,Alberta_Election_Act--Corrupt_Practices--6--None--0--Undue_influence--175--2,"['it', 'be', 'a', 'false', 'pretence', 'within', 'the', 'meaning', 'of', 'this', 'section', 'to', 'represent', 'to', 'an', 'elector', 'directly', 'or', 'indirectly', 'that', 'the', 'ballot', 'to', 'be', 'use', 'or', 'the', 'mode', 'of', 'voting', 'at', 'an', 'election', 'be', 'not', 'secret', '.']","['PRON', 'AUX', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PART', 'VERB', 'ADP', 'DET', 'NOUN', 'ADV', 'CCONJ', 'ADV', 'SCONJ', 'DET', 'NOUN', 'PART', 'AUX', 'VERB', 'CCONJ', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'AUX', 'PART', 'ADJ', 'PUNCT']","[True, True, True, False, False, True, True, False, True, True, False, True, False, True, True, False, False, True, False, True, True, False, True, True, True, True, True, False, True, False, True, True, False, True, True, False, False]"
134,No election advertising at polling place,6,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--No_election_advertising_at_polling_place","['no', 'election', 'advertising', 'at', 'polling', 'place']","['DET', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN']","[True, False, False, True, False, False]"
135,"if requested by the voter, place the ballot so marked in the ballot box.",9,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Voter_assistance--96--1--b","['if', 'request', 'by', 'the', 'voter', ',', 'place', 'the', 'ballot', 'so', 'mark', 'in', 'the', 'ballot', 'box', '.']","['SCONJ', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'VERB', 'DET', 'NOUN', 'ADV', 'VERB', 'ADP', 'DET', 'NOUN', 'NOUN', 'PUNCT']","[True, False, True, True, False, False, False, True, False, True, False, True, True, False, False, False]"
136,The following persons shall not be appointed or act as returning officers or election clerks:,8,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Persons_ineligible_to_be_election_officers--46--1","['the', 'follow', 'person', 'shall', 'not', 'be', 'appoint', 'or', 'act', 'as', 'return', 'officer', 'or', 'election', 'clerk', ':']","['DET', 'VERB', 'NOUN', 'AUX', 'PART', 'AUX', 'VERB', 'CCONJ', 'VERB', 'ADP', 'VERB', 'NOUN', 'CCONJ', 'NOUN', 'NOUN', 'PUNCT']","[True, False, False, False, True, True, False, True, False, True, False, False, True, False, False, False]"
137,"At the close of the polling place on polling day, the returning officer shall deliver the sealed ballot box referred to in subsection (5)(a)(v) to the authorized election officers in the electoral division and advise them of the names of the electors who have voted by Special Ballot.",8,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Voting_by_Special_Ballot--118--6","['at', 'the', 'close', 'of', 'the', 'polling', 'place', 'on', 'polling', 'day', ',', 'the', 'return', 'officer', 'shall', 'deliver', 'the', 'seal', 'ballot', 'box', 'refer', 'to', 'in', 'subsection', '(', '5)(a)(v', ')', 'to', 'the', 'authorized', 'election', 'officer', 'in', 'the', 'electoral', 'division', 'and', 'advise', 'they', 'of', 'the', 'name', 'of', 'the', 'elector', 'who', 'have', 'vote', 'by', 'Special', 'Ballot', '.']","['ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PUNCT', 'DET', 'VERB', 'NOUN', 'AUX', 'VERB', 'DET', 'VERB', 'NOUN', 'NOUN', 'VERB', 'ADP', 'ADP', 'NOUN', 'PUNCT', 'NUM', 'PUNCT', 'ADP', 'DET', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'CCONJ', 'VERB', 'PRON', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PRON', 'AUX', 'VERB', 'ADP', 'PROPN', 'PROPN', 'PUNCT']","[True, True, False, True, True, False, False, True, False, False, False, True, False, False, False, False, True, False, False, False, False, True, True, False, False, False, False, True, True, False, False, False, True, True, False, False, True, False, True, True, True, False, True, True, False, True, True, False, True, False, False, False]"
138,"provide guidance, direction and supervision respecting the conduct of all elections, enumerations and plebiscites under this Act, elections under the Alberta Senate Election Act and plebiscites and referendums under any other Act to which this Act applies;",9,Alberta_Election_Act--Appointments--1--None--0--Duties_and_powers_of_Chief_Electoral_Officer--4--1--a,"['provide', 'guidance', ',', 'direction', 'and', 'supervision', 'respect', 'the', 'conduct', 'of', 'all', 'election', ',', 'enumeration', 'and', 'plebiscite', 'under', 'this', 'Act', ',', 'election', 'under', 'the', 'Alberta', 'Senate', 'Election', 'Act', 'and', 'plebiscite', 'and', 'referendum', 'under', 'any', 'other', 'Act', 'to', 'which', 'this', 'Act', 'apply', ';']","['VERB', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'DET', 'PROPN', 'PUNCT', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'CCONJ', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'PROPN', 'PART', 'PRON', 'DET', 'PROPN', 'VERB', 'PUNCT']","[False, False, False, False, True, False, False, True, False, True, True, False, False, False, True, False, True, True, False, False, False, True, True, False, False, False, False, True, False, True, False, True, True, True, False, True, True, True, False, False, False]"
139,The Chief Electoral Officer shall submit to the Standing Committee on Legislative Offices in respect of each fiscal year an estimate of the sum that will be required to be provided by the Legislature to defray the various charges and expenses of the Office of the Chief Electoral Officer in that fiscal year.,8,Alberta_Election_Act--Appointments--1--None--0--Annual_estimates--7--1,"['the', 'Chief', 'Electoral', 'Officer', 'shall', 'submit', 'to', 'the', 'Standing', 'Committee', 'on', 'Legislative', 'Offices', 'in', 'respect', 'of', 'each', 'fiscal', 'year', 'an', 'estimate', 'of', 'the', 'sum', 'that', 'will', 'be', 'require', 'to', 'be', 'provide', 'by', 'the', 'Legislature', 'to', 'defray', 'the', 'various', 'charge', 'and', 'expense', 'of', 'the', 'Office', 'of', 'the', 'Chief', 'Electoral', 'Officer', 'in', 'that', 'fiscal', 'year', '.']","['DET', 'PROPN', 'PROPN', 'PROPN', 'AUX', 'VERB', 'ADP', 'DET', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'ADP', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PRON', 'AUX', 'AUX', 'VERB', 'PART', 'AUX', 'VERB', 'ADP', 'DET', 'PROPN', 'PART', 'VERB', 'DET', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'DET', 'PROPN', 'ADP', 'DET', 'PROPN', 'PROPN', 'PROPN', 'ADP', 'DET', 'ADJ', 'NOUN', 'PUNCT']","[True, False, False, False, False, False, True, True, False, False, True, False, False, True, False, True, True, False, False, True, False, True, True, False, True, True, True, False, True, True, False, True, True, False, True, False, True, True, False, True, False, True, True, False, True, True, False, False, False, True, True, False, False, False]"
140,Appointment of enumerators,6,Alberta_Election_Act--Election_Lists--2--None--3--Appointment_of_enumerators,"['appointment', 'of', 'enumerator']","['NOUN', 'ADP', 'NOUN']","[False, True, False]"
141,"shall sign the required declaration before voting, and",9,"Alberta_Election_Act--Elections,_By‑Elections_and_Plebiscites--3--None--0--Mobile_poll_voting_procedure--123--2--a","['shall', 'sign', 'the', 'require', 'declaration', 'before', 'voting', ',', 'and']","['AUX', 'VERB', 'DET', 'VERB', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'CCONJ']","[False, False, True, False, False, True, False, False, True]"
142,"No proceedings lie against the Chief Electoral Officer, or against a person acting for or under the direction of the Chief Electoral Officer, for anything done, or omitted to be done, in good faith in the exercise or performance or the intended exercise or performance of a power, duty or function under this Act, the Election Finances and Contributions Disclosure Act or the Alberta Senate Election Act.",8,Alberta_Election_Act--Appointments--1--None--0--Immunity--5.1--1,"['no', 'proceeding', 'lie', 'against', 'the', 'Chief', 'Electoral', 'Officer', ',', 'or', 'against', 'a', 'person', 'act', 'for', 'or', 'under', 'the', 'direction', 'of', 'the', 'Chief', 'Electoral', 'Officer', ',', 'for', 'anything', 'do', ',', 'or', 'omit', 'to', 'be', 'do', ',', 'in', 'good', 'faith', 'in', 'the', 'exercise', 'or', 'performance', 'or', 'the', 'intend', 'exercise', 'or', 'performance', 'of', 'a', 'power', ',', 'duty', 'or', 'function', 'under', 'this', 'Act', ',', 'the', 'Election', 'Finances', 'and', 'Contributions', 'Disclosure', 'Act', 'or', 'the', 'Alberta', 'Senate', 'Election', 'Act', '.']","['DET', 'NOUN', 'VERB', 'ADP', 'DET', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'CCONJ', 'ADP', 'DET', 'NOUN', 'VERB', 'ADP', 'CCONJ', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'ADP', 'PRON', 'VERB', 'PUNCT', 'CCONJ', 'VERB', 'PART', 'AUX', 'VERB', 'PUNCT', 'ADP', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'CCONJ', 'DET', 'VERB', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'DET', 'PROPN', 'PUNCT', 'DET', 'PROPN', 'PROPN', 'CCONJ', 'PROPN', 'PROPN', 'PROPN', 'CCONJ', 'DET', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PUNCT']","[True, False, False, True, True, False, False, False, False, True, True, True, False, False, True, True, True, True, False, True, True, False, False, False, False, True, True, True, False, True, False, True, True, True, False, True, False, False, True, True, False, True, False, True, True, False, False, True, False, True, True, False, False, False, True, False, True, True, False, False, True, False, False, True, False, False, False, True, True, False, False, False, False, False]"
